"idtitulo","nombre","idtipotitulo","idarea","idcarrera","tipotitulofijo","idtitulopresencial","fecha","esuniversidad","modiuniversidad","idterminal","idsubterminal","id_orientaciondiniece","anio_art_43","resolucion_art_43","en_sicer"
16745,"Bachiller con Orientación en Equipos e Instalaciones Electromecánicas","SE","IEME",78,"S",0,"2022-12-26",0,0,1,1,0,0,"No Corresponde",True
16746,"Bachiller con Orientación en Industrias de Procesos","SE","PROD",68,"S",0,"2022-12-26",0,0,1,1,0,0,"No Corresponde",True
16747,"Bachiller con Orientación en Minería","SE","GEOT",112,"S",0,"2022-12-26",0,0,1,1,0,0,"No Corresponde",True
16748,"Bachiller con Orientación en Química","SE","BIOQ",131,"S",0,"2022-12-26",0,0,1,1,0,0,"No Corresponde",True
16749,"Auxiliar Universitario/a en Laboratorio Escolar de Química","TINT","QUIM",159,"S",0,"2023-01-23",0,0,1,1,0,0,"No Corresponde",True
16750,"Auxiliar Universitario/a en Laboratorio Escolar de Física","TINT","FISI",159,"S",0,"2023-01-23",0,0,1,1,0,0,"No Corresponde",True
16751,"Profesor/a de Educación Secundaria y Superior en Antropología","G","ANTR",162,"S",0,"2023-01-23",0,0,1,1,0,0,"No Corresponde",True
16752,"Técnico/a en Comunicación Interactiva","TINT","COSO",18,"S",0,"2023-01-23",0,0,1,1,0,0,"No Corresponde",True
16753,"Diplomado/a Superior en Estudios sobre América Latina y China","F","DIRI",137,"S",1,"2023-01-24",0,0,1,1,0,0,"No Corresponde",True
16754,"Magíster en Psicología del Conocimiento y Aprendizaje","M","PSIC",128,"S",1,"2023-01-24",0,0,1,1,0,0,"No Corresponde",True
16755,"Diplomado/a Superior en Cooperación Sur-Sur y Triangular - MD","F","DIRI",137,"S",1,"2023-01-27",0,0,1,1,0,0,"No Corresponde",True
16756,"Técnico/a Universitario/a en Ambiente","TINT","EYCA",30,"S",0,"2023-01-31",0,0,1,1,0,0,"No Corresponde",True
16757,"Licenciado/a en Gestión de la Tecnología aplicada a Logística","G","TECN",147,"S",0,"2023-02-07",0,0,1,1,0,0,"No Corresponde",True
16758,"Técnico/a Universitario/a en Puericultura y Crianza","P","OBST",117,"S",0,"2023-02-07",0,0,1,1,0,0,"No Corresponde",True
16759,"Profesor/a/e de Artes Musicales con orientación en Canto","G","MUSI",161,"S",0,"2023-02-07",0,0,1,1,0,0,"No Corresponde",True
16760,"Profesor/a/e de Artes Musicales con orientación en Composición","G","MUSI",161,"S",0,"2023-02-07",0,0,1,1,0,0,"No Corresponde",True
16761,"Profesor/a/e de Artes Musicales con orientación en Composición con Medios Electroacústicos","G","MUSI",161,"S",0,"2023-02-07",0,0,1,1,0,0,"No Corresponde",True
16762,"Profesor/a/e de Artes Musicales con orientación en Dirección Coral","G","MUSI",161,"S",0,"2023-02-07",0,0,1,1,0,0,"No Corresponde",True
16765,"Licenciado/a en Higiene y Seguridad en el Trabajo, Calidad y Medio Ambiente - Ciclo de Complementación Curricular","CCC","SEIN",70,"S",1,"2023-02-10",0,0,1,1,0,0,"No Corresponde",True
16766,"Magíster en Diseño de Productos Biomédicos","M","DISE",110,"S",0,"2023-02-10",0,0,1,1,0,0,"No Corresponde",True
16740,"Técnico/a Universitario/a en Turismo y Hotelería","P","TURI",152,"S",0,"2022-12-21",0,0,1,1,0,0,"No Corresponde",True
16767,"Magíster en Toxicología con Orientación en Salud Ambiental","M","MEDI",110,"S",0,"2023-02-10",0,0,1,1,0,0,"No Corresponde",True
16768,"Licenciada/o en Diseño, Producción y Realización Audiovisual","G","ARAU",18,"S",0,"2023-02-13",0,0,1,1,0,0,"No Corresponde",True
16769,"Licenciado/a en Dirección Creativa de Diseño y Publicidad - Ciclo de Complementación Curricular","CL","ADDI",130,"S",0,"2023-02-23",0,0,1,1,0,0,"No Corresponde",True
16770,"Licenciado/a en Dirección Creativa de Diseño y Publicidad - Ciclo de Complementación Curricular - MD","CCC","ADDI",130,"S",1,"2023-02-23",0,0,1,1,0,0,"No Corresponde",True
16771,"Licenciado/a en Comunicación Institucional y Desarrollo","G","COSO",35,"S",0,"2023-02-27",0,0,1,1,0,0,"No Corresponde",True
16772,"Diseñador/a de Productos - MD","P","DISE",43,"S",1,"2023-02-27",0,0,1,1,0,0,"No Corresponde",True
16773,"Productor/a Musical - MD","P","MUSI",114,"S",1,"2023-02-27",0,0,1,1,0,0,"No Corresponde",True
16774,"Licenciado/a en Prácticas Artísticas Contemporáneas","G","ARPL",19,"S",0,"2023-02-28",0,0,1,1,0,0,"No Corresponde",True
16775,"Profesor/a/e de Artes Musicales con orientación en Dirección Orquestal","G","MUSI",161,"S",0,"2023-03-03",0,0,1,1,0,0,"No Corresponde",True
16776,"Técnico/a Vial","SE","SA",1,"S",0,"2023-03-06",0,0,1,1,0,0,"No Corresponde",True
16777,"Analista Universitario en Administración de Sistemas","TINT","SIST",34,"S",0,"2023-03-06",0,0,1,1,0,0,"No Corresponde",True
16778,"Técnico/a Universitario/a en Estadística de Salud","P","ESTA",56,"S",0,"2023-03-06",0,0,1,1,0,0,"No Corresponde",True
16783,"Asistente Universitario/a Psicopedagógico/a","P","PSPE",129,"S",0,"2023-03-16",0,0,1,1,0,0,"No Corresponde",True
16784,"Asistente Universitario/a Psicopedagógico/a - MD","P","PSPE",129,"S",1,"2023-03-16",0,0,1,1,0,0,"No Corresponde",True
17881,"Licenciado/a en Humanidades y Ciencias Sociales","G","CSOC",143,"S",0,"2024-11-11",0,0,1,1,0,0,"No Corresponde",True
17892,"Analista Universitario/a en Defensa Nacional","TINT","DIRI",28,"S",0,"2024-11-14",0,0,1,1,0,0,"No Corresponde",True
16790,"Técnico/a en Administración y Gestión Universitaria","P","ADDI",68,"N",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16787,"Magíster en Políticas Públicas y Desarrollo en Contextos Regionales","M","CSPO",28,"S",0,"2023-03-20",0,0,1,1,0,0,"No Corresponde",True
16788,"Profesor/a Universitario/a en Ciencias Económicas - Ciclo de Complementación Curricular","CCC","ECON",62,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16789,"Licenciado/a en Materiales","G","INMA",82,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16791,"Licenciado/a en Diseño de la Comunicación Visual","G","DISE",42,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16792,"Licenciado/a en Administración de Salud","G","ADDI",7,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16793,"Licenciado/a en Educación Especial  Ciclo de Licenciatura","CL","ENES",48,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16794,"Licenciado/a en Educación Física - Ciclo de Licenciatura-","CL","EFIS",49,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16795,"Licenciado/a en Enfermería  Ciclo de Licenciatura","CL","ENFE",54,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16796,"Técnico/a en Higiene y Seguridad en el Trabajo","P","SEIN",70,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16797,"Licenciado/a en Saneamiento Ambiental","G","SANI",140,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16798,"Técnico/a en Podología","P","PODO",164,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16799,"Técnico/a en Seguridad contra Incendios","P","SEIN",70,"S",0,"2023-03-21",0,0,1,1,0,0,"No Corresponde",True
16800,"Profesor en Ciencias Químicas y del Ambiente - Ciclo de Complementación Curricular","CCC","QUIM",159,"S",0,"2023-03-22",0,0,1,1,0,0,"No Corresponde",True
16801,"Licenciado/a en Seguridad y Salud Ocupacional  Ciclo de Licenciatura","CL","SEIN",70,"S",0,"2023-03-22",0,0,1,1,0,0,"No Corresponde",True
16802,"Ingeniero/a Químico/a","G","INQU",95,"S",0,"2023-03-23",0,0,2,22,0,0,"No Corresponde",True
16803,"Licenciado/a en Química","G","QUIM",131,"S",0,"2023-03-23",0,0,1,1,0,0,"No Corresponde",True
16804,"Técnico/a en Administración y Gestión Pública - MD","P","ADDI",9,"S",1,"2023-03-23",0,0,1,1,0,0,"No Corresponde",True
16805,"Licenciado/a en Administración Hotelera - Ciclo de Complementación Curricular","CCC","ADDI",8,"S",0,"2023-04-10",0,0,1,1,0,0,"No Corresponde",True
16806,"Licenciado/a en Relaciones Internacionales - MD","G","DIRI",137,"S",1,"2023-04-14",0,0,1,1,0,0,"No Corresponde",True
16807,"Analista Universitario/a en Relaciones Internacionales - MD","TINT","DIRI",137,"S",1,"2023-04-14",0,0,1,1,0,0,"No Corresponde",True
16808,"Profesor/a Universitario/a en Educación Secundaria y Superior en concurrencia con el título de base - MD","CCC","FODO",161,"S",1,"2023-04-14",0,0,1,1,0,0,"No Corresponde",True
16809,"Licenciado/a en Educación y Cultura Digital - Ciclo de Complementación Curricular - MD","CCC","FODO",18,"S",1,"2023-04-14",0,0,1,1,0,0,"No Corresponde",True
14387,"Especialista en Planificación y Política Pública Territorial","E","CSPO",28,"S",0,"2017-11-30",0,0,1,1,0,0,"No Corresponde",True
16811,"Licenciado/a en Trabajo Social - MD","G","SESO",151,"S",1,"2023-04-20",0,0,1,1,0,0,"No Corresponde",True
16813,"Bachiller profesional especializado/a en el sector profesional de Informática","SE","SA",1,"S",0,"2023-04-20",0,0,1,1,0,0,"No Corresponde",True
16814,"Bibliotecario/a","P","CSIN",22,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16815,"Diseñador/a Gráfico/a en Comunicación Visual","P","DISE",42,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16816,"Doctor/a en Arquitectura","D","ARQU",17,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16817,"Doctor/a en Ciencias Agrarias","D","AGAG",73,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16818,"Doctor/a en Ciencias Veterinarias","D","VETE",153,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16819,"Doctor/a en Ciencia y Tecnología de los Alimentos","D","TEAL",145,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16820,"Doctor/a en Derecho","D","DERE",40,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16810,"Licenciado/a en Psicopedagogía - MD","G","PSPE",129,"S",1,"2023-04-20",0,0,1,1,0,0,"No Corresponde",True
16821,"Licenciado/a en Filosofía","G","FILO",58,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16824,"Licenciado/a en Enseñanza de la Filosofía - Ciclo de Licenciatura","CL","FILO",58,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16825,"Licenciado/a en Enseñanza de Lengua y Literatura - Ciclo de Licenciatura - MD","CL","LETR",104,"S",1,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16826,"Licenciado/a en Español como Lengua Extranjera - Ciclo de Licenciatura","CL","OTID",121,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16827,"Profesor/a de Filosofía","G","FILO",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16828,"Profesor/a de Geografía","G","GEOG",162,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16829,"Profesor/a de Letras","G","LETR",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16830,"Profesor/a de Música","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16831,"Profesor/a de Música con  orientación en Canto","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16832,"Profesor/a de Música con orientación en Clarinete","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16833,"Profesor/a de Música con orientación en Composición","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16834,"Profesor/a de Música con Orientación en Contrabajo","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16835,"Profesor/a de Música con orientación en Dirección Coral","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16836,"Profesor/a de Música con orientación en Dirección Orquestal","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16837,"Profesor/a de Música con orientación en Flauta","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16838,"Profesor/a de Música con orientación en Guitarra","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16839,"Profesor/a de Música con orientación en Órgano","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16785,"Técnico/a Universitario/a en Gestión Social - MD","TINT","SESO",142,"N",1,"2023-03-16",0,0,1,1,0,0,"No Corresponde",True
16812,"Técnico/a Universitario/a en Gestión Social","TI","SESO",151,"N",0,"2023-04-20",0,0,1,1,0,0,"No Corresponde",True
17994,"Licenciado/a en Comunicación Audiovisual - MD","G","COSO",18,"S",1,"2025-02-28",0,0,1,1,0,0,"No Corresponde",True
16840,"Profesor/a de Música con orientación en Percusión","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16841,"Profesor/a de Música con orientación en Piano","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16842,"Profesor/a de Música con orientación en Saxo","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16843,"Profesor/a de Música con Orientación en Viola","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16844,"Profesor/a de Música con orientación en Violín","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16845,"Profesor/a de Música con orientación en Violonchelo","G","MUSI",161,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16846,"Licenciado/a en Sociología","G","SOCI",143,"S",0,"2023-04-24",0,0,1,1,0,0,"No Corresponde",True
16847,"Analista Universitario/a en Administración Pública","TINT","ADDI",9,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16848,"Licenciado/a en Administración Pública","G","ADDI",9,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16849,"Especialista en Informática en Salud - MD","E","INFO",34,"S",1,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16850,"Magíster en Derecho Constitucional","M","DERE",40,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16851,"Técnico/a Universitario/a en Producción Audiovisual","TINT","ARAU",18,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16853,"Profesor/a de Biología","G","BIOL",159,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16854,"Profesor/a en Matemática","G","MATE",159,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16855,"Ingeniero/a Agrimensor","G","AGRI",80,"S",0,"2023-04-25",0,0,2,2,0,0,"No Corresponde",True
16856,"Ingeniero/a en Recursos Hídricos","G","INHI",89,"S",0,"2023-04-25",0,0,2,12,0,0,"No Corresponde",True
16857,"Doctor/a en Energía y Materiales Avanzados","D","ENER",88,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16858,"Doctor/a en Ingeniería en Alimentos","D","TEAL",145,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16859,"Licenciado/a en Biodiversidad","G","BIOL",24,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16860,"Licenciado/a en Comunicación para la Minoría Sorda  Ciclo de Licenciatura","CL","EDES",48,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16861,"Licenciado/a en Teatro - Ciclo de Licenciatura","CL","TEDA",144,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16862,"Licenciado/a en Periodismo y Comunicación - Ciclo de Licenciatura","CL","COSO",35,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16863,"Licenciado/a en Investigación Educativa - Ciclo de Licenciatura","CL","CSED",29,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16864,"Técnico/a Universitario/a en Hotelería","P","TURI",152,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
17995,"Bachiller Universitario/a en Artes","TINT","ARPL",19,"S",0,"2025-03-05",0,0,1,1,0,0,"No Corresponde",True
16866,"Técnico/a Universitario/a en Fotografía","P","ARAU",18,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16867,"Profesor/a de Artes Visuales","G","ARPL",161,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16870,"Licenciado/a en Gestión Educativa - Ciclo de Licenciatura","CL","CSED",29,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16871,"Licenciado/a en Inglés - Ciclo de Licenciatura","CL","INGL",99,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16873,"Técnico/a en Composición de Parques y Jardines - MD","P","FLJA",122,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16874,"Técnico/a en Diseño de Mobiliario - MD","P","DISE",43,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16875,"Técnico/a en Interiorismo y Decoración - MD","P","DISE",41,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16852,"Técnico/a Universitario/a en Producción de Videojuegos","TINT","SIST",34,"S",0,"2023-04-25",0,0,1,1,0,0,"No Corresponde",True
16868,"Técnico/a Universitario/a en Diseño de Indumentaria","P","DISE",44,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16877,"Licenciado/a en Trabajo Social - Ciclo de Complementación Curricular","CCC","SESO",151,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16878,"Licenciado/a en Criminología y Seguridad Ciudadana - Ciclo de Complementación Curricular","CCC","CRIM",39,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16880,"Técnico/a Universitario/a en Emergencia Prehospitalaria, Rescate y Trauma - MD","P","SAPU",156,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16881,"Licenciado/a en Producción de Bioimágenes - Ciclo de Complementación Curricular","CCC","RADI",133,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16882,"Técnico/a en Previsión Social - MD","P","DERE",40,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16883,"Martillero/a Público/a y Corredor/a de Comercio - MD","P","MAPU",108,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16884,"Técnico/a en Estadísticas de Salud - MD","P","ESTA",56,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16885,"Técnico/a en Prevención de Desastres","P","SEIN",70,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16886,"Técnico/a en Prevención de Desastres - MD","P","SEIN",70,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16888,"Técnico/a en Seguridad contra Incendios - MD","P","SEIN",70,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16890,"Técnico/a en Higiene y Seguridad Alimentaria","P","SEIN",70,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16892,"Técnico/a en Diseño y Programación de Videojuegos - MD","P","SIST",34,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16893,"Técnico/a en Informática Aplicada a la Gráfica y Animación Digital - MD","P","INFO",34,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16894,"Técnico/a en Informática Aplicada al Diseño Multimedia y de Sitios Web - MD","P","INFO",34,"S",1,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16876,"Licenciado/a en Turismo - Ciclo de Licenciatura","CL","TURI",152,"S",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16891,"Licenciado/a en Gestión de Servicios de Salud - Ciclo de Licenciatura","CL","ADDI",7,"N",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16887,"Técnico/a en Saneamiento Ambiental","P","SANI",140,"N",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
16889,"Técnico/a Universitario en Administración de Salud","P","ADDI",7,"N",0,"2023-04-26",0,0,1,1,0,0,"No Corresponde",True
17825,"Magíster en Kinesiología y Fisioterapia Musculoesquelética - MD","M","KINE",102,"S",1,"2024-11-05",0,0,1,1,0,0,"No Corresponde",True
11235,"Profesor Universitario en Letras para Educación Secundaria","G","FODO",161,"S",0,"2013-02-22",0,0,1,1,0,0,"No Corresponde",True
16895,"Licenciado en Comunicación Social - MD","G","COSO",35,"S",1,"2023-05-08",0,0,1,1,0,0,"No Corresponde",True
16896,"Profesor/a Universitario en Educación - Ciclo de Complementación Curricular","CCC","CSED",161,"S",0,"2023-05-09",0,0,1,1,0,0,"No Corresponde",True
16897,"Licenciado/a en Resolución de Conflictos y Mediación - Ciclo de Complementación Curricular","CCC","DERE",40,"S",0,"2023-05-10",0,0,1,1,0,0,"No Corresponde",True
14954,"Licenciado en Ciencias Aplicadas - Ciclo de Complementación Curricular","CCC","ARPL",19,"S",0,"2019-04-05",0,0,1,1,0,0,"No Corresponde",True
15583,"Técnico en Publicidad - MD","TINT","COSO",130,"S",1,"2020-10-30",0,0,1,1,0,0,"No Corresponde",True
16899,"Técnico/a Universitario/a en Higiene y Seguridad Laboral - MD","TINT","SEIN",70,"S",1,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16900,"Técnico Universitario en Administración de Recursos Humanos - MD","TINT","SA",1,"S",1,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16902,"Licenciado/a en Medios Audiovisuales - Ciclo de Complementación Curricular - MD","CCC","ARAU",18,"S",1,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16903,"Licenciado/a en Ciencias Sociales","G","CSOC",143,"S",0,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16904,"Licenciado/a en Inglés - Ciclo de Complementación Curricular","CCC","INGL",99,"S",0,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16905,"Magíster en Periodismo Digital","M","COSO",123,"S",0,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16907,"Profesor/a Universitario/a en Letras Modernas","G","LETR",161,"S",0,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16908,"Técnico/a Universitario/a en Teledetección y Sistemas de Información Geográfica","P","TOCA",147,"S",0,"2023-05-15",0,0,1,1,0,0,"No Corresponde",True
16909,"Licenciado/a en Instrumentación Quirúrgica y Gestión de Quirófanos","G","IQUI",100,"S",0,"2023-05-15",0,0,1,1,0,0,"No Corresponde",True
16910,"Profesor/a Universitario/a de Inglés","G","INGL",161,"S",0,"2023-05-16",0,0,1,1,0,0,"No Corresponde",True
16911,"Licenciado/a en Marketing - MD","G","COME",31,"S",1,"2023-05-16",0,0,1,1,0,0,"No Corresponde",True
16912,"Licenciada/o en Actividad Física y Deporte - Ciclo de Complementación Curricular - MD","CCC","EFIS",49,"S",1,"2023-05-16",0,0,1,1,0,0,"No Corresponde",True
16913,"Licenciada/o en Instrumentación Quirúrgica - Ciclo de Complementación - MD","CCC","IQUI",100,"S",1,"2023-05-16",0,0,1,1,0,0,"No Corresponde",True
16914,"Especialista en Sistema de Justicia y Democracia Constitucional","E","DERE",40,"S",0,"2023-05-16",0,0,1,1,0,0,"No Corresponde",True
16915,"Diplomado/a Superior en Desarrollo Psicológico del Bebé y Entornos de Crianza - MD","F","PSIC",128,"S",1,"2023-05-17",0,0,1,1,0,0,"No Corresponde",True
16916,"Técnico/a Universitario/a Militar en Administración de Recursos Materiales del Ejército Argentino","TI","ADDI",68,"S",0,"2023-05-17",0,0,1,1,0,0,"No Corresponde",True
16917,"Profesor en Pedagogía","G","PEDA",161,"S",0,"2023-05-23",0,0,1,1,0,0,"No Corresponde",True
16918,"Licenciado/a en Gastronomía - Ciclo de Complementación Curricular","CCC","TURI",152,"S",0,"2023-05-23",0,0,1,1,0,0,"No Corresponde",True
16919,"Licenciado/a en Tecnología de los Alimentos","G","TEAL",145,"S",0,"2023-05-23",0,0,1,1,0,0,"No Corresponde",True
16920,"Diplomado/a Superior en Acompañamiento de Trayectorias y Políticas de Cuidado -MD","F","CSED",29,"S",1,"2023-05-23",0,0,1,1,0,0,"No Corresponde",True
16921,"Licenciado/a en Administración del Deporte - MD","G","ADDI",4,"S",1,"2023-05-23",0,0,1,1,0,0,"No Corresponde",True
16965,"Especialista en Dirección de Instituciones Educativas - MD","E","CSED",29,"S",1,"2023-06-13",0,0,1,1,0,0,"No Corresponde",True
16898,"Técnico Universitario en Comunicación Social - MD","TINT","SA",1,"S",1,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16906,"Profesor/a Universitario/a en Letras Clásicas","G","LETR",161,"S",0,"2023-05-12",0,0,1,1,0,0,"No Corresponde",True
16922,"Diplomado/a Superior en Evaluación de Políticas Públicas y Toma de Decisiones - MD","F","CSPO",28,"S",1,"2023-05-24",0,0,1,1,0,0,"No Corresponde",True
16924,"Magíster en Educación Virtual en el Nivel Superior - MD","M","CSED",62,"S",1,"2023-05-29",0,0,1,1,0,0,"No Corresponde",True
16925,"Técnico/a Universitario/a en Economía","TINT","ECON",45,"S",0,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16926,"Magíster en Historia Conceptual - MD","M","HIST",71,"S",1,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16927,"Especialista en Enseñanza de las Ciencias Experimentales y Matemática - MD","E","CSED",29,"S",1,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16928,"Técnico/a Universitario/a Fitosanitario/a","P","IFOR",87,"S",0,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16929,"Licenciado/a en Educación en Primeras Infancias - Ciclo de Complementación Curricular","CCC","EPRE",50,"S",0,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
12893,"Técnico Universitario en Acompañamiento Terapéutico - MD","TI","ENFE",54,"N",1,"2015-07-30",0,0,1,1,0,0,"No Corresponde",True
6656,"Licenciado/a en Artes Visuales - Ciclo de Complementación Curricular - MD","CCC","ARAU",18,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
13337,"Diplomado Superior en Juego y Educación Física","F","EFIS",49,"S",0,"2016-06-13",0,0,1,1,0,0,"No Corresponde",True
16930,"Licenciado/a en Español como Lengua Extranjera - Ciclo de Licenciatura - MD","CL","OTID",121,"S",1,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16931,"Técnico/a Universitario/a en Gestión Deportiva - MD","P","ADDI",68,"S",1,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16932,"Técnico/a en Administración de Empresas Agropecuarias - MD","P","ADDI",6,"S",1,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16933,"Técnico/a en Gestión y Producción Apícola - MD","P","AGAG",125,"S",1,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16934,"Químico/a Analista","P","QUIM",131,"S",0,"2023-05-30",0,0,1,1,0,0,"No Corresponde",True
16935,"Educación Polimodal modalidad Comunicación, Arte y Diseño","SE","SA",1,"S",0,"2023-06-01",0,0,1,1,0,0,"No Corresponde",True
16936,"Técnico/a Universitario/a en Diseño Gráfico y Digital","P","DISE",42,"S",0,"2023-06-01",0,0,1,1,0,0,"No Corresponde",True
16937,"Especialista en Gestión para el Desarrollo Sostenible","E","ADDI",10,"S",0,"2023-06-01",0,0,1,1,0,0,"No Corresponde",True
