"idinstitucion","cuit","nombre","nombre_corto","tipo","jurisdiccion","sigla","idpadreinstitucion","casillacorreo","clasificacion","regimen","observaciones","esuniversidad","modiuniversidad","email","web","cue","facebook","twitter","vigencia_hasta","solo_guia","nivelcpres","en_cpres","idnivel","en_sicer","prefijo","telefono1","telefono2"
2789,"","Escuela de Humanidades","","UA","N","",2632,"","","PU","",0,0,"escueladehumanidades@uno.edu.ar","http://www.uno.edu.ar/","070605204","","",9999,0,1,True,2,True,"0220","4835390",""
2786,"","Escuela de informática","","UA","N","",2632,"","","PU","",0,0,"escueladeinformatica@uno.edu.ar","http://www.uno.edu.ar/","070605201","","",9999,0,1,True,2,True,"0220","482 0799",""
2788,"","Escuela de Ingeniería","","UA","N","",2632,"","","PU","",0,0,"escingeuno@uno.edu.ar","http://www.uno.edu.ar/","070605203","","",9999,0,1,True,2,True,"0220","482 0799",""
4031,NULL,"Posgrado y Formación Continua",NULL,"UA","N","",2632,"",NULL,"PU",NULL,0,0,"posgrado@uno.edu.ar","www.uno.edu.ar","070605206","","",9999,0,1,False,2,True,"0220","4834150",""
3638,NULL,"Rectorado",NULL,"UA","N","",2632,"",NULL,"PU",NULL,0,0,"academica@uno.edu.ar","www.uno.edu.ar","070605208","","",9999,0,2,True,1,True,"0220","4834150",""
2787,"","Escuela de Administración","","UA","N","",2632,"","","PU","",0,0,"escueladeadministracion@uno.edu.ar","http://www.uno.edu.ar/","070605202","","",9999,0,1,True,2,True,"0220","4854150","-"
3228,NULL,"Facultad de Ciencias Exactas y Naturales y Agrimensura - Extensión Áulica Goya",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"webmaster@exa.unne.edu.ar","http://exa.unne.edu.ar/","071805066","","",9999,0,1,True,4,True,"03777","430084",""
3747,NULL,"Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Bella Vista",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"info@bellavista.gob.ar","http://www.dch.unne.edu.ar/index.php/academica/extensiones","071805080","","",9999,0,1,False,4,True,"03779","4457991","4471287"
3741,NULL,"Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Goya",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"extensiongoya@gmail.com","http://www.dch.unne.edu.ar","071805081","https://www.facebook.com/Facultad-de-Derecho-y-Ciencias-Sociales-y-Pol","https://twitter.com/Derecho_Unne",9999,0,1,False,4,True,"0379","4587640",""
3746,NULL,"Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica La Cruz",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"Info@dch.unne.edu.ar","http://www.dch.unne.edu.ar/index.php/la-cruz","071805082","https://www.facebook.com/Facultad-de-Derecho-y-Ciencias-Sociales-y-Pol","https://twitter.com/Derecho_Unne",9999,0,1,False,4,True,"0379","4425283","4423506"
4073,NULL,"Facultad de Humanidades - Extensión Áulica Monte Caseros",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"academica@hum.unne.edu.ar","http://hum.unne.edu.ar/","071805085","","",9999,0,1,False,4,True,"0362","4446958","4422257"
3229,NULL,"Facultad de Medicina - Extensión Áulica J. J. Castelli",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"secretaria_extension@med.unne.edu.ar","http://med.unne.edu.ar/home/index.php","072205071","","",9999,0,1,True,4,True,"0379","4422290",""
2495,"","Facultad de Ingeniería - Extensión Áulica Charata","","UA","N","",49,"","","PU","",0,0,"info@ing.unne.edu.ar","http://ing.unne.edu.ar/","072205060",NULL,NULL,2013,0,1,True,4,True,"03731","421333",""
3266,NULL,"Escuela Regional de Agricultura, Ganadería e Industrias Afines",NULL,"PRE","N","E.R.A.G.I.A.",49,"",NULL,"PU",NULL,0,0,"direccion.eragia@unne.edu.ar","http://www.eragia.unne.edu.ar/contact.php","071805000","","",9999,0,1,True,2,True,"0379","4471413",""
3437,NULL,"Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Villa Ángela",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"sec.extension.derecho@comunidad.unne.edu.ar","http://www.dch.unne.edu.ar/index.php/villa-angela","072205077","https://www.facebook.com/Facultad-de-Derecho-y-Ciencias-Sociales-y-Pol","https://twitter.com/Derecho_Unne",9999,0,1,True,4,True,"0379","4425283","4423506"
4070,NULL,"Facultad de Humanidades - Extensión Áulica Clorinda",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"academica@hum.unne.edu.ar","http://hum.unne.edu.ar/","073405084","","",9999,0,1,False,4,True,"0362","4446958","4422257"
4051,NULL,"Facultad de Humanidades - Extensión Áulica Pcia. Roque Sáenz Peña",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"academica@hum.unne.edu.ar","http://hum.unne.edu.ar/","072205086","","",9999,0,1,False,4,True,"0362","4446958","4422257"
3361,NULL,"Facultad de Medicina - Extensión Áulica Mercedes",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"secretaria_extension@med.unne.edu.ar","http://med.unne.edu.ar/","071805072","","",9999,0,1,True,4,True,"0379","4422290",""
3567,NULL,"Facultad de Odontología - Extensión Áulica Bella Vista",NULL,"UA","N","",49,"",NULL,"PU",NULL,0,0,"academica@odn.unne.edu.ar","http://odn.unne.edu.ar","071805078","","",9999,0,1,False,4,True,"0379","4457992","4457990"
3054,NULL,"Instituto de Salud Comunitaria",NULL,"UA","N","",2997,"",NULL,"PU",NULL,0,0,"saludcomunitaria@unahur.edu.ar","http://www.unahur.edu.ar/es/instituto-salud-comunitaria","070611904","","",9999,0,1,True,2,True,"011","20785200","20785200"
2953,NULL,"Secretaría Académica",NULL,"UA","N","",2900,"",NULL,"PU",NULL,0,0,"secretaria.academica@unipe.edu.ar","https://unipe.edu.ar/","070214500","","",9999,0,1,True,2,True,"011","43077500",""
4259,NULL,"Instituto Universitario de Biociencias",NULL,"UA","P","iub",3022,NULL,NULL,"PU",NULL,0,0,"direccion.enfermeria.iub@upc.edu.ar","https://www.upc.edu.ar/",NULL,NULL,NULL,9999,0,1,False,2,True,"","351-443-0362 int 400",""
4092,NULL,"Sede Rosario",NULL,"UA","N","UCEL",104,"2000",NULL,"PR",NULL,0,0,"secadministrativa@ucel.edu.ar","https://www.ucel.edu.ar/",NULL,"","",9999,0,1,False,4,True,"(341)","449-9292",""
3967,NULL,"Círculo Argentino de odontología",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","070207513","","",9999,0,1,False,4,True,"11","56272000",NULL
3968,NULL,"Hospital Virgen del carmen",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","070607517","","",9999,0,1,False,4,True,"11","56272000",NULL
3969,NULL,"Instituto superior de seguridad pública",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","070207523","","",9999,0,1,False,4,True,"11","56272000",NULL
3970,NULL,"ISCET (Instituto superior de ciencias económicas y tecnologías)",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","071407528","","",9999,0,1,False,4,True,"11","56272000",NULL
3971,NULL,"INTERCIPRO",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","076607527","","",9999,0,1,False,4,True,"11","56272000",NULL
4302,NULL,"Rectorado",NULL,"UA","N","UHIBA",4301,"",NULL,"PR",NULL,0,0,"universidad@hospitalitaliano.org.ar","www.hospitalitaliano.edu.ar","070210102","","",9999,0,2,True,1,True,"(5411)","4959-0200 (Int. 9460)",""
3729,NULL,"Sede Salliqueló",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605345","","",9999,0,1,False,4,True,"02394","402239",""
3730,NULL,"Sede Tres Arroyos",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605346","","",9999,0,1,False,4,True,"02983","430121",""
2979,"","ESCUELA NORMAL SUPERIOR ""VICENTE FATONE""","","UA","N","",56,"","","PU","",0,0,"escuelanormal@uns.edu.ar","www.uns.edu.ar","070605350","","",9999,0,1,True,2,True,"0291","4566136",""
3015,NULL,"Departamento de Ciencias de la Salud y el Deporte",NULL,"UA","N","",2634,"",NULL,"PU",NULL,0,0,"depcssyd@unpaz.edu.ar","www.unpaz.edu.ar","070605404",NULL,NULL,9999,0,1,True,2,True,"02320","696640","696640"
3017,NULL,"Departamento de Ciencias Jurídicas y Sociales",NULL,"UA","N","",2634,"",NULL,"PU",NULL,0,0,"depcsjys@unpaz.edu.ar","www.unpaz.edu.ar","070605403",NULL,NULL,9999,0,1,True,2,True,"02320","696640","696640"
3018,NULL,"Departamento de Economía, Producción e Innovación Tecnológica",NULL,"UA","N","",2634,"",NULL,"PU",NULL,0,0,"depepeit@unpaz.edu.ar","www.unpaz.edu.ar","070605405",NULL,NULL,9999,0,1,True,2,True,"02320","696640","696640"
3371,NULL,"Rectorado",NULL,"UA","N","RECT",2634,"",NULL,"PU",NULL,0,0,"rectorado@unpaz.edu.ar","www.unpaz.edu.ar","070605400","","",9999,0,1,True,1,True,"02320","696640","696640"
3642,NULL,"Rectorado",NULL,"UA","N","",3517,"",NULL,"PU",NULL,0,0,"sec.general@unab.edu.ar","www.unab.edu.ar","070615200","","",9999,0,2,True,1,True,"011","60644141",""
2224,"","Rectorado","","UA","N","UNA",83,"","","PR","",0,0,"alumnos@universidadnotarial.edu.ar","http://www.universidadnotarial.edu.ar/","070613901",NULL,NULL,9999,0,1,True,1,True,"0221","4235927",""
3455,NULL,"Escuela Superior de Comercio ""Profesor Prudencio Cornejo"" - SNU",NULL,"PRE","N","",56,"",NULL,"PU",NULL,0,0,"escomnt@criba.edu.ar","http://www.uns.edu.ar/escuelas/comercio","070605353","","",9999,0,1,True,2,True,"0291","4566139",""
3577,NULL,"Departamento de Diseño, Comunicación e Innovación Tecnológica",NULL,"UA","N","",3180,"",NULL,"PU",NULL,0,0,"departamento.dcit@unsanisidro.edu.ar","https://unso.edu.ar/","070613805","","",9999,0,1,False,2,True,"011","47194718","47194718"
3578,NULL,"Departamento de Humanidades y Ciencias Sociales",NULL,"UA","N","UNSO",3180,"",NULL,"PU",NULL,0,0,"humanidades@unsanisidro.edu.ar","https://unso.edu.ar/","070613803","","",9999,0,1,False,2,True,"011","47194718","47194718"
734,"","CEMS","","PRE","N","",56,"8000","","PU","",0,0,"cems@uns.edu.ar","www.uns.edu.ar","070605347","","",9999,0,1,True,2,True,"0291","4566138",""
3414,NULL,"Centro Universitario Rojas",NULL,"UA","N","",2158,"",NULL,"PU",NULL,0,0,"pablorossi@unnoba.edu.ar","www.unnoba.edu.ar","070605111","","",9999,0,1,True,2,True,"236","4407750",""
2694,"","Escuela de Ciencias Agrarias, Naturales y Ambientales - Sede Pergamino","","UA","N","",2158,"","","PU","",0,0,"secretariaprivada@unnoba.edu.ar","www.unnoba.edu.ar","070605106","","",9999,0,1,True,2,True,"236","4407750",""
4071,NULL,"Departamento de Ciencias de la Producción, Económicas y Jurídicas",NULL,"UA","N","",3180,"",NULL,"PU",NULL,0,0,"cejup@unsanisidro.edu.ar","https://unso.edu.ar/","070613804","","",9999,0,1,False,2,True,"11","4719-4718","4719-4718"
3699,NULL,"Sede Bahía Blanca",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605333","","",9999,0,1,False,4,True,"0291","4592550",""
3701,NULL,"Sede Carmen de Patagones",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605335","","",9999,0,1,False,4,True,"02920","464114",""
3700,NULL,"Sede Carhue",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605334","","",9999,0,1,False,4,True,"02923","443784",""
3702,NULL,"Sede Casbas",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605336","","",9999,0,1,False,4,True,"02929","480033",""
3704,NULL,"Sede Coronel Dorrego",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605337","","",9999,0,1,False,4,True,"02921","405480",""
3705,NULL,"Sede Coronel Pringles",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605338","","",9999,0,1,False,4,True,"02922","433075",""
3719,NULL,"Sede Coronel Suarez",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605339","","",9999,0,1,False,4,True,"0291","4592550",""
3723,NULL,"Sede Monte Hermoso",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605355","","",9999,0,1,False,4,True,"02921","483063",""
3724,NULL,"Sede Pedro Luro",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605341","","",9999,0,1,False,4,True,"0291","155374579",""
3725,NULL,"Sede Pellegrini",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605342","","",9999,0,1,False,4,True,"02392","15619096",""
3726,NULL,"Sede Pigüé",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605343","","",9999,0,1,False,4,True,"02923","475693",""
3728,NULL,"Sede Punta Alta",NULL,"UA","N","",56,"",NULL,"PU",NULL,0,0,"Secac@uns.edu.ar","www.uns.edu.ar","070605344","","",9999,0,1,False,4,True,"02932","435786",""
3151,NULL,"Departamento de Desarrollo Humano y Organizacional",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"dhumanoyorg@upe.edu.ar","www.upe.edu.ar","070605801","","",2019,0,1,True,2,True,NULL,NULL,NULL
4088,NULL,"Centro Formador Hospital General de Agudos Dr. Teodoro Álvarez",NULL,"UA","N","",98,"",NULL,"PR",NULL,0,0,"informes@maimonides.edu","www.maimonides.edu","070208704","","",2024,0,1,False,4,True,"011","49051100",""
2114,"","Instituto Universitario Escuela de Medicina del Hospital Italiano","Escuela de Medicina del Hospital Italiano","IU","N","FIUEMHI",0,"","","PR","",0,0,"instituto.universitario@hospitalitaliano.org.ar","http://www.hospitalitaliano.org.ar/educacion/index.php",NULL,"","",2024,0,1,True,1,True,"011","49590200 Int. 9460",""
3037,NULL,"Facultad de Turismo y Ambiente","","UA","P","FTA",3022,"",NULL,"PU",NULL,0,0,"decanato.fta@upc.edu.ar","http://www.upc.edu.ar/fta/","071414307","Universidad Provincial de Córdoba","",2023,0,1,True,2,True,"0351","4430362",""
3972,NULL,"Municipalidad de Suipacha",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","070607543","","",9999,0,1,False,4,True,"11","56272000",NULL
4248,NULL,"Subsede Académica Benito Juárez",NULL,"UA","P","",2899,NULL,NULL,"PU",NULL,0,0,"info@upso.edu.ar","www.upso.edu.ar",NULL,NULL,NULL,9999,0,1,False,4,True,"02292","451350",""
4250,NULL,"Departamento de Posgrado - Posadas",NULL,"UA","N","",71,NULL,NULL,"PR",NULL,0,0,"nmassena@ucsf.edu.ar","http://www.ucsf.edu.ar/",NULL,NULL,NULL,9999,0,1,False,3,True,"376","4423388",""
3595,NULL,"Rectorado",NULL,"UA","P","",3022,"",NULL,"PU",NULL,0,0,"rectorado@upc.edu.ar","www.upc.edu.ar","071414318","Universidad Provincial de Córdoba","",9999,0,2,True,1,True,"351","4430362",""
3417,NULL,"Secretaría Académica",NULL,"UA","P","UPC",3022,"",NULL,"PU",NULL,0,0,"academica@upc.edu.ar","www.upc.edu.ar","071414311","","",2023,0,1,True,2,True,"0351","4430362",""
3788,NULL,"Ext.Áulica San Nicolás",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"polouniversitariosn@gmail.com","www.upe.edu.ar","070605807","","",2022,0,1,False,4,True,NULL,NULL,NULL
3849,NULL,"Ext.Áulica Cañuelas",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"logistica@upe.edu.ar","www.upe.edu.ar","070605805","","",2022,0,1,False,4,True,NULL,NULL,NULL
2215,"","Departamento de Posgrado","","UA","N","",64,"","","PR","",0,0,"informes@itba.edu.ar","http://www.itba.edu.ar/posgrado","070212209",NULL,NULL,2024,0,1,True,2,True,"","08102224822",""
3974,NULL,"Municipalidad de Tigre",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","070607530","","",9999,0,1,False,4,True,"11","56272000",NULL
3975,NULL,"I.A.P.D (Instituto Argentino de Prótesis Dental)",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","071407518","","",9999,0,1,False,4,True,"11","56272000",NULL
3976,NULL,"Instituto superior de arte y diseño de Córdoba",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","071407522","","",9999,0,1,False,4,True,"11","56272000",NULL
3613,NULL,"Rectorado",NULL,"UA","P","",2899,"",NULL,"PU",NULL,0,0,"rectorado@upso.edu.ar","www.upso.edu.ar","070605624","","",9999,0,2,True,1,True,"2923","475693",""
3680,NULL,"Departamento de Gestión",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"notienetodavia@meobligaron.com","www.upe.edu.ar","070605803","","",9999,0,1,False,2,True,"011","11111111",""
3681,NULL,"Departamento de Tecnología",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"notienetodavia@meobligaron.com","www.upe.edu.ar","070605804","","",9999,0,1,False,2,True,"011","11111111",""
3761,NULL,"Ext.Áulica CESR",NULL,"UA","P","CESR",3148,"",NULL,"PU",NULL,0,0,"alumnos@cesrivadavia.edu.ar","www.upe.edu.ar","070605806","","",9999,0,1,False,4,True,"011","11111111",""
3760,NULL,"Ext.Áulica UPSO",NULL,"UA","P","UPSO",3148,"",NULL,"PU",NULL,0,0,"oficina.peuzo@upso.edu.ar","www.upe.edu.ar","070605808","","",9999,0,1,False,4,True,"011","11111111",""
4020,NULL,"Ext.Áulica UPSO Punta Alta",NULL,"UA","P","UPSO",3148,"",NULL,"PU",NULL,0,0,"oficina.peuzo@upso.edu.ar","www.upe.edu.ar","070605809","","",9999,0,1,False,4,True,"011","11111111",""
3156,NULL,"Rectorado",NULL,"UA","P","",3148,"",NULL,"PU",NULL,0,0,"info@upe.edu.ar","www.upe.edu.ar","070605810","","",9999,0,1,True,1,True,"011","11111111",""
3977,NULL,"Sede Central",NULL,"UA","N","",76,"1708",NULL,"PR",NULL,0,0,"infocarreras@unimoron.edu.ar","www.unimoron.edu.ar","070207533","","",9999,0,1,False,3,True,"11","56272000",NULL
3296,NULL,"Conservatorio Provincial de Música ""Félix T. Garzón""",NULL,"PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fad@upc.edu.ar","www.upc.edu.ar","071414314","","",9999,0,1,True,2,True,"0351","4430362",""
3299,NULL,"Escuela Integral de Teatro ""Roberto Arlt""",NULL,"PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fad@upc.edu.ar","www.upc.edu.ar","071414315","","",9999,0,1,True,2,True,"0351","4430362",""
3298,NULL,"Escuela Provincial de Bellas Artes ""Dr. Figueroa Alcorta""",NULL,"PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fad@upc.edu.ar","www.upc.edu.ar","071414316","","",9999,0,1,True,2,True,"0351","4430362",""
3036,NULL,"Escuela Superior de Artes Aplicadas Lino Enea Spilimbergo","","PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fad@upc.edu.ar","http://www.upc.edu.ar","071414303","","",9999,0,1,True,2,True,"0351","4430362",""
3038,NULL,"Escuela Superior de Turismo y Hotelería Marcelo Montes Pacheco","","PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fta@upc.edu.ar","http://www.upc.edu.ar","071414304","","",9999,0,1,True,2,True,"0351","4430362",""
3980,NULL,"Extensión Aulica Alta Gracia",NULL,"UA","P","",3022,"",NULL,"PU",NULL,0,0,"fta@upc.edu.ar","www.upc.edu.ar","071414317","","",9999,0,1,False,3,True,"0351","4430362",""
3531,NULL,"Extensión Aulica Río Cuarto",NULL,"UA","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fes@upc.edu.ar","www.upc.edu.ar","071414313","","",9999,0,1,False,3,True,"0358","4672910",""
3035,NULL,"Facultad de Arte y Diseño","","UA","P","FAD",3022,"",NULL,"PU",NULL,0,0,"decanato.fad@upc.edu.ar","http://www.upc.edu.ar/fad/","071414305","","",9999,0,1,True,2,True,"0351","4430362",""
3034,NULL,"Instituto de Educación Superior Dr. Domingo Cabred","","PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fes@upc.edu.ar","https://www.upc.edu.ar","071414308","","",9999,0,1,True,2,True,"0351","4430362",""
3435,NULL,"Facultad de Educación Física",NULL,"UA","P","FEF",3022,"",NULL,"PU",NULL,0,0,"decanato.fef@upc.edu.ar","http://www.upc.edu.ar","071414312","","",9999,0,1,True,2,True,"0351","4348394",""
3033,NULL,"Facultad de Educación y Salud","","UA","P","FES",3022,"",NULL,"PU",NULL,0,0,"fes@upc.edu.ar","http://www.upc.edu.ar/fes/","071414306","Universidad Provincial de Córdoba","",9999,0,1,True,2,True,"0351","4430362",""
4247,NULL,"Subsede Académica Mayor Buratovich",NULL,"UA","P","",2899,NULL,NULL,"PU",NULL,0,0,"info@upso.edu.ar","www.upso.edu.ar","070605632",NULL,NULL,9999,0,1,False,4,True,"291","5735258",""
3297,NULL,"Instituto del Profesorado en Educación Física",NULL,"PRE","P","",3022,"",NULL,"PU",NULL,0,0,"decanato.fes@upc.edu.ar","www.upc.edu.ar","071414310","","",9999,0,1,True,2,True,"0351","4430362",""
4040,NULL,"Secretaría de Posgrado e Investigación",NULL,"UA","P","",3022,"",NULL,"PU",NULL,0,0,"posgrado@upc.edu.ar","https://upc.edu.ar/posgrado/","071414319","","",9999,0,1,False,2,True,"0351","4430362",""
4246,NULL,"A DISTANCIA",NULL,"UA","N","",46,NULL,NULL,"PU",NULL,0,0,"seacad@unlu.edu.ar","http://www.unlu.edu.ar","070602911",NULL,NULL,9999,0,1,False,2,True,"2323","423171/423979",""
4264,NULL,"Escuela de Suboficiales de la Fuerza Aérea Ezeiza",NULL,"UA","N","",3074,NULL,NULL,"PU",NULL,0,0,"facultad.aerea@aerea.undef.edu.ar","www.undef.edu.ar",NULL,NULL,NULL,9999,0,1,False,3,True,"(011)","4317-6000 Int. 59162/59203",""
927,"","Facultad Regional Rio Grande","","UA","N","FRRG",57,"","","PU","",0,0,"postmaster@frrg.utn.edu.ar","www.frrg.utn.edu.ar","079405523","","",2017,0,1,True,2,True,NULL,NULL,NULL
2905,NULL,"Unidad Académica Mar del Plata",NULL,"UA","N","",57,"",NULL,"PU",NULL,0,0,"difusion@mdp.utn.edu.ar","www.mdp.utn.edu.ar","070605530","","",2017,0,1,True,2,True,NULL,NULL,NULL
2944,NULL,"Facultad de Ciencias Sociales",NULL,"UA","N","",2901,"",NULL,"PR",NULL,0,0,"academica@unisal.edu.ar","http://www.unisal.edu.ar","070611401",NULL,NULL,9999,0,1,True,2,True,"0291","455-2532",""
2945,NULL,"Facultad de Derecho",NULL,"UA","N","",2901,"",NULL,"PR",NULL,0,0,"academica@unisal.edu.ar","http://www.unisal.edu.ar","070611402","","",9999,0,1,True,2,True,"291","455-2532",""
2948,NULL,"Facultad de Psicología",NULL,"UA","N","",2901,"",NULL,"PR",NULL,0,0,"academica@unisal.edu.ar","http://www.unisal.edu.ar","070611403",NULL,NULL,9999,0,1,True,2,True,"0291","455-2532",""
3610,NULL,"Rectorado",NULL,"UA","N","",2901,"",NULL,"PR",NULL,0,0,"rectorado.sec@unisal.edu.ar","www.unisal.edu.ar","070611404","","",9999,0,2,True,1,True,"0291","455-2532",""
4299,NULL,"Facultad de Ciencias Marinas",NULL,"UA","N","FACIMAR",36,NULL,NULL,"PU",NULL,0,0,"ingreso@ibmp.uncoma.edu.ar","https://facimar.uncoma.edu.ar/",NULL,NULL,NULL,9999,0,1,False,2,True,"2934","422752",""
768,"","Departamento de Matemática y Estadística","","UA","N","",100,"","","PR","",0,0,"asistentematematica@utdt.edu","www.utdt.edu","070213106","","",9999,0,1,True,2,True,"011","51697292",""
664,"","Escuela de Derecho","","UA","N","",100,"","","PR","",0,0,"derecho@utdt.edu","www.utdt.edu","070213104","","",9999,0,1,True,2,True,"011","51697295",""
2173,"","Escuela de Negocios","","UA","N","",100,"","","PR","",0,0,"negocios@utdt.edu","www.utdt.edu","070213105","","",9999,0,1,True,2,True,"011","51697301",""
2174,"","Escuela de Gobierno","","UA","N","",100,"","","PR","",0,0,"gobierno@utdt.edu","www.utdt.edu","070213107","","",9999,0,1,True,2,True,"011","51697126",""
392,"","Facultad Regional Avellaneda","","UA","N","FRA",57,"","","PU","",0,0,"informacion@fra.utn.edu.ar","www.fra.utn.edu.ar","070605501","","",9999,0,1,True,2,True,"11","4201-4133","4201-4133"
394,"","Facultad Regional Buenos Aires","","UA","N","FRBA",57,"","","PU","",0,0,"decanato@frba.utn.edu.ar","www.frba.utn.edu.ar/","070205503","","",9999,0,1,True,2,True,"011","48677579",""
395,"","Facultad Regional Concepción del Uruguay","","UA","N","FRCU",57,"","","PU","",0,0,"frcu@frcu.utn.edu.ar","www.frcu.utn.edu.ar/","073005504","","",9999,0,1,True,2,True,"03442","425541",""
2504,"","Facultad Regional Chubut","","UA","N","FRCh",57,"","","PU","",0,0,"info@frch.utn.edu.ar","www.frch.utn.edu.ar","072605527","","",9999,0,1,True,2,True,"0280","4454345",""
411,"","Facultad Regional Concordia","","UA","N","FRCon",57,"","","PU","",0,0,"comunicacion@frcon.utn.edu.ar","www.frcon.utn.edu.ar","073005520","","",9999,0,1,True,2,True,"0345","4214590",""
397,"","Facultad Regional Delta","","UA","N","FRD",57,"","","PU","",0,0,"prensa@frd.utn.edu.ar","www.frd.utn.edu.ar","070605506","","",9999,0,1,True,2,True,"034","89286900",""
398,"","Facultad Regional General Pacheco","","UA","N","FRGP",57,"","","PU","",0,0,"info@utn.frgp.utn.edu.ar","www.frgp.utn.edu.ar","070605507","","",9999,0,1,True,2,True,"011","47405040",""
399,"","Facultad Regional Haedo","","UA","N","FRH",57,"","","PU","",0,0,"comunica@frh.utn.edu.ar","www.frh.utn.edu.ar","070605508","","",9999,0,1,True,2,True,"011","46501085",""
400,"","Facultad Regional La Plata","","UA","N","FRLP",57,"","","PU","",0,0,"webmaster@frlp.utn.edu.ar","www.frlp.utn.edu.ar","070605509","","",9999,0,1,True,2,True,"0221","4124300",""
401,"","Facultad Regional Mendoza","","UA","N","FRM",57,"","","PU","",0,0,"decano@frm.utn.edu.ar","www.frm.utn.edu.ar","075005510","","",9999,0,1,True,2,True,"0261","5244500",""
402,"","Facultad Regional Paraná","","UA","N","FRP",57,"","","PU","",0,0,"decano@frp.utn.edu.ar","www.frp.utn.edu.ar","073005511","","",9999,0,1,True,2,True,"0343","4243694",""
